Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,434837186,,,,,,112995671,,,6
H5,2018,2018,2018,4,0,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,483460,,,,483460,,147048,,,0
H5,2018,2018,2018,4,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,96,,,,96,,377,,,0
H5,2018,2018,2018,4,0,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1650824000,,,,1650824000,,322416695,,,0
H5,2018,2018,2018,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,153217,,,,153217,,96374,,,0
H5,2018,2018,2018,4,0,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,373423380,,,,373423380,,83497052,,,0
H5,2018,2018,2018,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2069036310,,,,2069036310,,538140078,,,0
H5,2018,2018,2018,4,0,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,111506,,,,111506,,157345,,,0
H5,2018,2018,2018,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,625123644,,,,625123644,,131638476,,,0
H5,2018,2018,2018,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1790319399,,,,1790319399,,404435852,,,0
H5,2018,2018,2018,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1384372455,,,,1384372455,,321634214,,,6
H5,2018,2018,2018,4,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,35639385,,,,35639385,,8505967,,,0
H5,2018,2018,2018,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,695333427,,,,695333427,,136168817,,,6
H5,2018,2018,2018,4,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5886756103,,,,5886756103,,1223154441,,,0
H5,2018,2018,2018,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,344247505,,,,344247505,,60465601,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,43965626394,,,,43965626394,,8432492719,,,0
H5,2018,2018,2018,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,950694,,,,950694,,843270,,,0
H5,2018,2018,2018,4,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1107386448,,,,,,210378355,,,6
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,0,,229293,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,85547704,,,,85547704,,18376812,,,6
H5,2018,2018,2018,4,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,168314879,,,,168314879,,46544599,,,0
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,211181001,,,,211181001,,60425873,,,6
H5,2018,2018,2018,4,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1770107,,,,1770107,,477201,,,6
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22716140,,,,22716140,,6452290,,,6
H5,2018,2018,2018,4,0,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,926977927,,,,926977927,,208721624,,,0
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5417914878,,,,5417914878,,1177589050,,,6
H5,2018,2018,2018,4,0,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49395083,,,,49395083,,9851951,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,173785695,,,,173785695,,36494828,,,0
H5,2018,2018,2018,4,0,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,84590647,,,,84590647,,20295212,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1968474085,,,,1968474085,,400159111,,,0
H5,2018,2018,2018,4,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,61326536,,,,61326536,,19550262,,,6
H5,2018,2018,2018,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,276775630,,,,276775630,,108068209,,,0
H5,2018,2018,2018,4,0,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7050,,,,7050,,9999,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5989870235,,,,,,1332002611,,,6
H5,2018,2018,2018,4,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,332338025,,,,,,97175826,,,6
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,272932137,,,,272932137,,67740383,,,6
H5,2018,2018,2018,4,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,418345689,,,,418345689,,88897917,,,6
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,434704013,,,,434704013,,135194841,,,6
H5,2018,2018,2018,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,265013,,,,265013,,151310,,,0
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,,,709300325,,,6
H5,2018,2018,2018,4,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,35844,,,,35844,,29801,,,6
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1237631765,,,,,,341918100,,,6
H5,2018,2018,2018,4,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,0,,30561015,,,6
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5781711538,,,,5781711538,,1289385808,,,0
H5,2018,2018,2018,4,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,69998567,,,,69998567,,24037883,,,0
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,0,,154099315,,,0
H5,2018,2018,2018,4,0,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,55930,,,,55930,,27556,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,86481173,,,,86503791,,19148660,,,0
H5,2018,2018,2018,4,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,15933247,,,,15933247,,2918928,,,0
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2490316091,,,,2490316091,,606438130,,,0
H5,2018,2018,2018,4,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,358564723,,,,,,84172304,,,6
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,33078233,,,,33078233,,9221569,,,0
H5,2018,2018,2018,4,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6455606,,,,6455606,,1240219,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,3136320070,,799371139,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22499005576,,,,22499005576,,5458267401,,,0
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,521004,,,,521004,,299014,,,0
H5,2018,2018,2018,4,0,2,Export,858,Uruguay,URY,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,51603520,,,,51603520,,11702036,,,0
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2250321220,,,,2250321220,,274884487,,,0
H5,2018,2018,2018,4,0,2,Export,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,107038700,,,,107038700,,20484089,,,0
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,30069085,,,,30069085,,10584526,,,0
H5,2019,2019,2019,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1584998479,,,,1584998479,,340533078,,,0
H5,2019,2019,2019,4,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1500000,,,,1500000,,315000,,,0
H5,2019,2019,2019,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,248155003,,,,248155003,,50039093,,,0
H5,2019,2019,2019,4,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,15316,,,,15316,,10742,,,0
H5,2019,2019,2019,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3871990451,,,,,,854872482,,,6
H5,2019,2019,2019,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,603505148,,,,603505148,,158079105,,,0
H5,2019,2019,2019,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,324579926,,,,324579926,,69291519,,,0
H5,2019,2019,2019,4,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22760552,,,,22760552,,4643790,,,0
H5,2019,2019,2019,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,34364523,,,,34364523,,5794299,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,209165000,,,,,,42389516,,,0
H5,2019,2019,2019,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22849929044,,,,0,,5384184038,,,6
H5,2019,2019,2019,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,1156292679,,288583139,,,6
H5,2019,2019,2019,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,17038,,,,17038,,3648,,,6
H5,2019,2019,2019,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,61759590,,,,61759590,,15966022,,,0
H5,2019,2019,2019,4,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,45030,,,,,,65756,,,6
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,50295652,,,,,,11261745,,,6
H5,2019,2019,2019,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1839028161,,,,1839028161,,381940233,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,220870458,,,,220870458,,59233068,,,0
H5,2019,2019,2019,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,686055847,,,,,,136659443,,,6
H5,2019,2019,2019,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,329426115,,,,329426115,,85236851,,,0
H5,2019,2019,2019,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1356800,,,,1356800,,435044,,,0
H5,2019,2019,2019,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1038626275,,,,,,237894248,,,6
H5,2019,2019,2019,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,286685299,,,,286685299,,76505309,,,0
H5,2019,2019,2019,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,630931380,,,,630931380,,164591501,,,0
H5,2019,2019,2019,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,242480,,,,242480,,84666,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4974769,,,,4974769,,2004334,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3096,,,,3096,,2679,,,0
H5,2019,2019,2019,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,6739581093,,1473352360,,,6
H5,2019,2019,2019,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,20503716,,,,20503716,,5162442,,,6
H5,2019,2019,2019,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,154078500,,,,150678800,,45069145,,,0
H5,2019,2019,2019,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,430439640,,,,430439640,,123764978,,,0
H5,2019,2019,2019,4,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,105338,,80844,,,6
H5,2019,2019,2019,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,554008992,,,,554008992,,115455315,,,6
H5,2019,2019,2019,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2079765510,,,,2079765510,,431525305,,,0
H5,2019,2019,2019,4,0,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,706641801,,,,706641801,,184638881,,,0
H5,2019,2019,2019,4,0,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4501407,,,,4501407,,1220432,,,0
H5,2019,2019,2019,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,391221121,,,,391221121,,116224605,,,6
H5,2019,2019,2019,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,471994,,,,,,237211,,,6
H5,2019,2019,2019,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,104404650,,,,104404650,,23447972,,,0
H5,2019,2019,2019,4,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5919490,,,,5919490,,1243661,,,0
H5,2019,2019,2019,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1221490841,,,,1221490841,,319069476,,,0
H5,2019,2019,2019,4,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1119522781,,,,,,234866185,,,6
H4,2015,2015,2015,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,235833190,,,,235833190,,55714767,,,0
H4,2015,2015,2015,4,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,8504847618,,,,8504847618,,2400320144,,,0
H4,2015,2015,2015,4,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,11000,,,,11000,,4267,,,0
H4,2015,2015,2015,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,33975,,,,33975,,9170,,,0
H4,2015,2015,2015,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,12732,,,,12361,,6979,,,0
H4,2015,2015,2015,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1353071680,,,,1353071680,,296831037,,,0
H4,2015,2015,2015,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,12978,,,,12978,,42318,,,0
H4,2015,2015,2015,4,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4311203960,,,,4311203960,,1032844375,,,0
H4,2015,2015,2015,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1218440,,,,1218440,,739566,,,0
H4,2015,2015,2015,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,17053209038,,,,17053209038,,4371501807,,,0
H4,2015,2015,2015,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,877968063,,,,877968063,,187715015,,,0
H4,2015,2015,2015,4,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,806497148,,,,806497148,,233235869,,,0
H4,2015,2015,2015,4,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6006,,,,6006,,36478,,,0
H4,2015,2015,2015,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,76339171,,,,76339171,,29173321,,,6
H4,2015,2015,2015,4,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,849,,,,849,,763,,,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3832242450,,,,3832242450,,991308246,,,0
H4,2015,2015,2015,4,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,315,,,,315,,395,,,0
H4,2015,2015,2015,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,292621903,,,,292621903,,70620790,,,0
H4,2015,2015,2015,4,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,882187,,,,882187,,194077,,,0
H4,2015,2015,2015,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3968059287,,,,3968059287,,862984069,,,0
H4,2015,2015,2015,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,897790693,,,,897790693,,252059781,,,0
H4,2015,2015,2015,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,580,,,,580,,4317,,,0
H4,2015,2015,2015,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6244641,,,,6244642,,1875665,,,0
H4,2015,2015,2015,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,366963541,,,,366963541,,76077461,,,0
H4,2015,2015,2015,4,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,29877091,,,,29877091,,6939716,,,0
H4,2015,2015,2015,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,101929045,,,,101929045,,35495680,,,0
H4,2015,2015,2015,4,0,2,Export,72,Botswana,BWA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,86,,,,86,,35,,,0
H4,2015,2015,2015,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5170439276,,,,5170439276,,1216465601,,,6
H4,2015,2015,2015,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1778872815,,,,1778872815,,353322906,,,0
H4,2015,2015,2015,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,38743491,,,,38743491,,6022675,,,0
H4,2015,2015,2015,4,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,14000,,,,14000,,1832,,,0
H4,2015,2015,2015,4,0,1,Import,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,,,,,,,349436,,,0
H4,2015,2015,2015,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7890,,,,7890,,12064,,,0
H4,2015,2015,2015,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,21401729,,,,21401729,,6758832,,,0
H4,2015,2015,2015,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3243381051,,,,3243381051,,652879437,,,0
H4,2015,2015,2015,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3931157,,,,3931157,,1602577,,,0
H4,2015,2015,2015,4,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,114250,,,,114250,,62837,,,0
H4,2015,2015,2015,4,0,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,29718955,,,,29718955,,9611566,,,0
H4,2015,2015,2015,4,0,2,Export,108,Burundi,BDI,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,700,,,,700,,127,,,0
H4,2015,2015,2015,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,965890,,,,965890,,406800,,,0
H4,2015,2015,2015,4,0,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,35143415,,,,35143415,,4932500,,,0
H4,2015,2015,2015,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,25987600,,,,25987600,,8203122,,,0
H4,2015,2015,2015,4,0,1,Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,622161856,,,,622161856,,172322239,,,0
H4,2015,2015,2015,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,98203000,,,,,,35269025,,,0
H4,2015,2015,2015,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,23610825589,,,,23610825589,,6220095089,,,6
H4,2015,2015,2015,4,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,19508512,,,,19508512,,4647924,,,0
H4,2015,2015,2015,4,0,1,Import,136,Cayman Isds,CYM,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,,,,,,,1297250,,,0
H4,2015,2015,2015,4,0,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1207849284,,,,1207849284,,330619333,,,0
H4,2015,2015,2015,4,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7592910,,,,7592910,,2828148,,,0
H4,2015,2015,2015,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,755873098,,,,755873098,,200269625,,,0
H4,2015,2015,2015,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,1001,Wheat and meslin,1,No Quantity,0,,,,109574,,34471,,,6
